"ORDER_ID","SALES_DATE","SALES_REGION","SALES_QTY"
133,10-06-19,"EAST",2000
134,10-06-19,"EAST",2000
135,10-06-19,"EAST",2000
136,10-06-19,"EAST",2000
137,10-06-19,"EAST",2000
138,10-06-19,"EAST",2000
139,10-06-19,"EAST",2000
140,10-06-19,"EAST",2000
141,10-06-19,"EAST",2000
142,10-06-19,"EAST",2000
143,10-06-19,"EAST",2000
144,10-06-19,"EAST",2000
145,10-06-19,"EAST",2000
146,10-06-19,"EAST",2000
147,10-06-19,"EAST",2000
148,10-06-19,"EAST",2000
149,10-06-19,"EAST",2000
150,10-06-19,"EAST",2000
151,10-06-19,"EAST",2000
152,10-06-19,"EAST",2000
153,10-06-19,"EAST",2000
154,10-06-19,"EAST",2000
155,10-06-19,"EAST",2000
156,10-06-19,"EAST",2000
157,10-06-19,"EAST",2000
158,10-06-19,"EAST",2000
159,10-06-19,"EAST",2000
160,10-06-19,"EAST",2000
161,10-06-19,"EAST",2000
162,10-06-19,"EAST",2000
163,10-06-19,"EAST",2000
164,10-06-19,"EAST",2000
165,10-06-19,"EAST",2000
166,10-06-19,"EAST",2000
167,10-06-19,"EAST",2000
168,10-06-19,"EAST",2000
169,10-06-19,"EAST",2000
170,10-06-19,"EAST",2000
171,10-06-19,"EAST",2000
172,10-06-19,"EAST",2000
173,10-06-19,"EAST",2000
174,10-06-19,"EAST",2000
175,10-06-19,"EAST",2000
176,10-06-19,"EAST",2000
177,10-06-19,"EAST",2000
178,10-06-19,"EAST",2000
179,10-06-19,"EAST",2000
180,10-06-19,"EAST",2000
181,10-06-19,"EAST",2000
182,10-06-19,"EAST",2000
183,10-06-19,"EAST",2000
184,10-06-19,"EAST",2000
185,10-06-19,"EAST",2000
186,10-06-19,"EAST",2000
187,10-06-19,"EAST",2000
188,10-06-19,"EAST",2000
189,10-06-19,"EAST",2000
190,10-06-19,"EAST",2000
191,10-06-19,"EAST",2000
192,10-06-19,"EAST",2000
193,10-06-19,"EAST",2000
194,10-06-19,"EAST",2000
195,10-06-19,"EAST",2000
196,10-06-19,"EAST",2000
197,10-06-19,"EAST",2000
198,10-06-19,"EAST",2000
199,10-06-19,"EAST",2000
200,10-06-19,"EAST",2000
201,10-06-19,"EAST",2000
202,10-06-19,"EAST",2000
203,10-06-19,"EAST",2000
204,10-06-19,"EAST",2000
205,10-06-19,"EAST",2000
206,10-06-19,"EAST",2000
207,10-06-19,"EAST",2000
208,10-06-19,"EAST",2000
209,10-06-19,"EAST",2000
210,10-06-19,"EAST",2000
211,10-06-19,"EAST",2000
212,10-06-19,"EAST",2000
213,10-06-19,"EAST",2000
214,10-06-19,"EAST",2000
215,10-06-19,"EAST",2000
216,10-06-19,"EAST",2000
217,10-06-19,"EAST",2000
218,10-06-19,"EAST",2000
219,10-06-19,"EAST",2000
220,10-06-19,"EAST",2000
221,10-06-19,"EAST",2000
222,10-06-19,"EAST",2000
223,10-06-19,"EAST",2000
224,10-06-19,"EAST",2000
225,10-06-19,"EAST",2000
226,10-06-19,"EAST",2000
227,10-06-19,"EAST",2000
228,10-06-19,"EAST",2000
229,10-06-19,"EAST",2000
230,10-06-19,"EAST",2000
231,10-06-19,"EAST",2000
232,10-06-19,"EAST",2000
233,10-06-19,"EAST",2000
234,10-06-19,"EAST",2000
235,10-06-19,"EAST",2000
236,10-06-19,"EAST",2000
237,10-06-19,"EAST",2000
238,10-06-19,"EAST",2000
239,10-06-19,"EAST",2000
240,10-06-19,"EAST",2000
241,10-06-19,"EAST",2000
242,10-06-19,"EAST",2000
243,10-06-19,"EAST",2000
244,10-06-19,"EAST",2000
245,10-06-19,"EAST",2000
246,10-06-19,"EAST",2000
247,10-06-19,"EAST",2000
248,10-06-19,"EAST",2000
249,10-06-19,"EAST",2000
250,10-06-19,"EAST",2000
251,10-06-19,"EAST",2000
252,10-06-19,"EAST",2000
253,10-06-19,"EAST",2000
254,10-06-19,"EAST",2000
255,10-06-19,"EAST",2000
256,10-06-19,"EAST",2000
257,10-06-19,"EAST",2000
258,10-06-19,"EAST",2000
259,10-06-19,"EAST",2000
260,10-06-19,"EAST",2000
261,10-06-19,"EAST",2000
262,10-06-19,"EAST",2000
263,10-06-19,"EAST",2000
264,10-06-19,"EAST",2000
265,10-06-19,"EAST",2000
266,10-06-19,"EAST",2000
267,10-06-19,"EAST",2000
268,10-06-19,"EAST",2000
269,10-06-19,"EAST",2000
270,10-06-19,"EAST",2000
271,10-06-19,"EAST",2000
272,10-06-19,"EAST",2000
273,10-06-19,"EAST",2000
274,10-06-19,"EAST",2000
275,10-06-19,"EAST",2000
276,10-06-19,"EAST",2000
277,10-06-19,"EAST",2000
278,10-06-19,"EAST",2000
279,10-06-19,"EAST",2000
280,10-06-19,"EAST",2000
281,10-06-19,"EAST",2000
282,10-06-19,"EAST",2000
283,10-06-19,"EAST",2000
284,10-06-19,"EAST",2000
285,10-06-19,"EAST",2000
286,10-06-19,"EAST",2000
287,10-06-19,"EAST",2000
288,10-06-19,"EAST",2000
289,10-06-19,"EAST",2000
290,10-06-19,"EAST",2000
291,10-06-19,"EAST",2000
292,10-06-19,"EAST",2000
293,10-06-19,"EAST",2000
294,10-06-19,"EAST",2000
295,10-06-19,"EAST",2000
296,10-06-19,"EAST",2000
297,10-06-19,"EAST",2000
298,10-06-19,"EAST",2000
299,10-06-19,"EAST",2000
300,10-06-19,"EAST",2000
301,10-06-19,"EAST",2000
302,10-06-19,"EAST",2000
303,10-06-19,"EAST",2000
304,10-06-19,"EAST",2000
305,10-06-19,"EAST",2000
306,10-06-19,"EAST",2000
307,10-06-19,"EAST",2000
308,10-06-19,"EAST",2000
309,10-06-19,"EAST",2000
310,10-06-19,"EAST",2000
311,10-06-19,"EAST",2000
312,10-06-19,"EAST",2000
313,10-06-19,"EAST",2000
314,10-06-19,"EAST",2000
315,10-06-19,"EAST",2000
316,10-06-19,"EAST",2000
317,10-06-19,"EAST",2000
318,10-06-19,"EAST",2000
319,10-06-19,"EAST",2000
320,10-06-19,"EAST",2000
321,10-06-19,"EAST",2000
322,10-06-19,"EAST",2000
323,10-06-19,"EAST",2000
324,10-06-19,"EAST",2000
325,10-06-19,"EAST",2000
326,10-06-19,"EAST",2000
327,10-06-19,"EAST",2000
328,10-06-19,"EAST",2000
329,10-06-19,"EAST",2000
330,10-06-19,"EAST",2000
331,10-06-19,"EAST",2000
332,10-06-19,"EAST",2000
333,10-06-19,"EAST",2000
334,10-06-19,"EAST",2000
335,10-06-19,"EAST",2000
336,10-06-19,"EAST",2000
337,10-06-19,"EAST",2000
338,10-06-19,"EAST",2000
339,10-06-19,"EAST",2000
340,10-06-19,"EAST",2000
341,10-06-19,"EAST",2000
342,10-06-19,"EAST",2000
343,10-06-19,"EAST",2000
344,10-06-19,"EAST",2000
345,10-06-19,"EAST",2000
346,10-06-19,"EAST",2000
347,10-06-19,"EAST",2000
348,10-06-19,"EAST",2000
349,10-06-19,"EAST",2000
350,10-06-19,"EAST",2000
351,10-06-19,"EAST",2000
352,10-06-19,"EAST",2000
353,10-06-19,"EAST",2000
354,10-06-19,"EAST",2000
355,10-06-19,"EAST",2000
356,10-06-19,"EAST",2000
357,10-06-19,"EAST",2000
358,10-06-19,"EAST",2000
359,10-06-19,"EAST",2000
360,10-06-19,"EAST",2000
361,10-06-19,"EAST",2000
362,10-06-19,"EAST",2000
363,10-06-19,"EAST",2000
364,10-06-19,"EAST",2000
365,10-06-19,"EAST",2000
366,10-06-19,"EAST",2000
367,10-06-19,"EAST",2000
368,10-06-19,"EAST",2000
369,10-06-19,"EAST",2000
370,10-06-19,"EAST",2000
371,10-06-19,"EAST",2000
372,10-06-19,"EAST",2000
373,10-06-19,"EAST",2000
374,10-06-19,"EAST",2000
375,10-06-19,"EAST",2000
376,10-06-19,"EAST",2000
377,10-06-19,"EAST",2000
378,10-06-19,"EAST",2000
379,10-06-19,"EAST",2000
380,10-06-19,"EAST",2000
381,10-06-19,"EAST",2000
382,10-06-19,"EAST",2000
383,10-06-19,"EAST",2000
384,10-06-19,"EAST",2000
385,10-06-19,"EAST",2000
386,10-06-19,"EAST",2000
387,10-06-19,"EAST",2000
388,10-06-19,"EAST",2000
389,10-06-19,"EAST",2000
390,10-06-19,"EAST",2000
391,10-06-19,"EAST",2000
392,10-06-19,"EAST",2000
393,10-06-19,"EAST",2000
394,10-06-19,"EAST",2000
395,10-06-19,"EAST",2000
396,10-06-19,"EAST",2000
397,10-06-19,"EAST",2000
398,10-06-19,"EAST",2000
399,10-06-19,"EAST",2000
400,10-06-19,"EAST",2000
401,10-06-19,"EAST",2000
402,10-06-19,"EAST",2000
403,10-06-19,"EAST",2000
404,10-06-19,"EAST",2000
405,10-06-19,"EAST",2000
406,10-06-19,"EAST",2000
407,10-06-19,"EAST",2000
408,10-06-19,"EAST",2000
409,10-06-19,"EAST",2000
410,10-06-19,"EAST",2000
411,10-06-19,"EAST",2000
412,10-06-19,"EAST",2000
413,10-06-19,"EAST",2000
414,10-06-19,"EAST",2000
415,10-06-19,"EAST",2000
416,10-06-19,"EAST",2000
417,10-06-19,"EAST",2000
418,10-06-19,"EAST",2000
419,10-06-19,"EAST",2000
420,10-06-19,"EAST",2000
421,10-06-19,"EAST",2000
422,10-06-19,"EAST",2000
423,10-06-19,"EAST",2000
424,10-06-19,"EAST",2000
425,10-06-19,"EAST",2000
426,10-06-19,"EAST",2000
427,10-06-19,"EAST",2000
428,10-06-19,"EAST",2000
429,10-06-19,"EAST",2000
430,10-06-19,"EAST",2000
431,10-06-19,"EAST",2000
432,10-06-19,"EAST",2000
433,10-06-19,"EAST",2000
434,10-06-19,"EAST",2000
435,10-06-19,"EAST",2000
436,10-06-19,"EAST",2000
437,10-06-19,"EAST",2000
438,10-06-19,"EAST",2000
439,10-06-19,"EAST",2000
440,10-06-19,"EAST",2000
441,10-06-19,"EAST",2000
442,10-06-19,"EAST",2000
443,10-06-19,"EAST",2000
444,10-06-19,"EAST",2000
445,10-06-19,"EAST",2000
446,10-06-19,"EAST",2000
447,10-06-19,"EAST",2000
448,10-06-19,"EAST",2000
449,10-06-19,"EAST",2000
450,10-06-19,"EAST",2000
451,10-06-19,"EAST",2000
452,10-06-19,"EAST",2000
453,10-06-19,"EAST",2000
454,10-06-19,"EAST",2000
455,10-06-19,"EAST",2000
456,10-06-19,"EAST",2000
457,10-06-19,"EAST",2000
458,10-06-19,"EAST",2000
459,10-06-19,"EAST",2000
460,10-06-19,"EAST",2000
461,10-06-19,"EAST",2000
462,10-06-19,"EAST",2000
463,10-06-19,"EAST",2000
464,10-06-19,"EAST",2000
465,10-06-19,"EAST",2000
466,10-06-19,"EAST",2000
467,10-06-19,"EAST",2000
468,10-06-19,"EAST",2000
469,10-06-19,"EAST",2000
470,10-06-19,"EAST",2000
471,10-06-19,"EAST",2000
472,10-06-19,"EAST",2000
473,10-06-19,"EAST",2000
474,10-06-19,"EAST",2000
475,10-06-19,"EAST",2000
476,10-06-19,"EAST",2000
477,10-06-19,"EAST",2000
478,10-06-19,"EAST",2000
479,10-06-19,"EAST",2000
480,10-06-19,"EAST",2000
481,10-06-19,"EAST",2000
482,10-06-19,"EAST",2000
483,10-06-19,"EAST",2000
484,10-06-19,"EAST",2000
485,10-06-19,"EAST",2000
486,10-06-19,"EAST",2000
487,10-06-19,"EAST",2000
488,10-06-19,"EAST",2000
489,10-06-19,"EAST",2000
490,10-06-19,"EAST",2000
491,10-06-19,"EAST",2000
492,10-06-19,"EAST",2000
493,10-06-19,"EAST",2000
494,10-06-19,"EAST",2000
495,10-06-19,"EAST",2000
496,10-06-19,"EAST",2000
497,10-06-19,"EAST",2000
498,10-06-19,"EAST",2000
499,10-06-19,"EAST",2000
500,10-06-19,"EAST",2000
501,10-06-19,"EAST",2000
502,10-06-19,"EAST",2000
503,10-06-19,"EAST",2000
504,10-06-19,"EAST",2000
505,10-06-19,"EAST",2000
506,10-06-19,"EAST",2000
507,10-06-19,"EAST",2000
508,10-06-19,"EAST",2000
509,10-06-19,"EAST",2000
510,10-06-19,"EAST",2000
511,10-06-19,"EAST",2000
512,10-06-19,"EAST",2000
513,10-06-19,"EAST",2000
514,10-06-19,"EAST",2000
515,10-06-19,"EAST",2000
516,10-06-19,"EAST",2000
517,10-06-19,"EAST",2000
518,10-06-19,"EAST",2000
519,10-06-19,"EAST",2000
520,10-06-19,"EAST",2000
521,10-06-19,"EAST",2000
522,10-06-19,"EAST",2000
523,10-06-19,"EAST",2000
524,10-06-19,"EAST",2000
525,10-06-19,"EAST",2000
526,10-06-19,"EAST",2000
527,10-06-19,"EAST",2000
528,10-06-19,"EAST",2000
529,10-06-19,"EAST",2000
530,10-06-19,"EAST",2000
531,10-06-19,"EAST",2000
532,10-06-19,"EAST",2000
533,10-06-19,"EAST",2000
534,10-06-19,"EAST",2000
535,10-06-19,"EAST",2000
536,10-06-19,"EAST",2000
537,10-06-19,"EAST",2000
538,10-06-19,"EAST",2000
539,10-06-19,"EAST",2000
540,10-06-19,"EAST",2000
541,10-06-19,"EAST",2000
542,10-06-19,"EAST",2000
543,10-06-19,"EAST",2000
544,10-06-19,"EAST",2000
545,10-06-19,"EAST",2000
546,10-06-19,"EAST",2000
547,10-06-19,"EAST",2000
548,10-06-19,"EAST",2000
549,10-06-19,"EAST",2000
550,10-06-19,"EAST",2000
551,10-06-19,"EAST",2000
552,10-06-19,"EAST",2000
553,10-06-19,"EAST",2000
554,10-06-19,"EAST",2000
555,10-06-19,"EAST",2000
556,10-06-19,"EAST",2000
557,10-06-19,"EAST",2000
558,10-06-19,"EAST",2000
559,10-06-19,"EAST",2000
560,10-06-19,"EAST",2000
561,10-06-19,"EAST",2000
562,10-06-19,"EAST",2000
563,10-06-19,"EAST",2000
564,10-06-19,"EAST",2000
565,10-06-19,"EAST",2000
566,10-06-19,"EAST",2000
567,10-06-19,"EAST",2000
568,10-06-19,"EAST",2000
569,10-06-19,"EAST",2000
570,10-06-19,"EAST",2000
571,10-06-19,"EAST",2000
572,10-06-19,"EAST",2000
573,10-06-19,"EAST",2000
574,10-06-19,"EAST",2000
575,10-06-19,"EAST",2000
576,10-06-19,"EAST",2000
577,10-06-19,"EAST",2000
578,10-06-19,"EAST",2000
579,10-06-19,"EAST",2000
580,10-06-19,"EAST",2000
581,10-06-19,"EAST",2000
582,10-06-19,"EAST",2000
583,10-06-19,"EAST",2000
584,10-06-19,"EAST",2000
585,10-06-19,"EAST",2000
586,10-06-19,"EAST",2000
587,10-06-19,"EAST",2000
588,10-06-19,"EAST",2000
589,10-06-19,"EAST",2000
590,10-06-19,"EAST",2000
591,10-06-19,"EAST",2000
592,10-06-19,"EAST",2000
593,10-06-19,"EAST",2000
594,10-06-19,"EAST",2000
595,10-06-19,"EAST",2000
596,10-06-19,"EAST",2000
597,10-06-19,"EAST",2000
598,10-06-19,"EAST",2000
599,10-06-19,"EAST",2000
600,10-06-19,"EAST",2000
601,10-06-19,"EAST",2000
602,10-06-19,"EAST",2000
603,10-06-19,"EAST",2000
604,10-06-19,"EAST",2000
605,10-06-19,"EAST",2000
606,10-06-19,"EAST",2000
607,10-06-19,"EAST",2000
608,10-06-19,"EAST",2000
609,10-06-19,"EAST",2000
610,10-06-19,"EAST",2000
611,10-06-19,"EAST",2000
612,10-06-19,"EAST",2000
613,10-06-19,"EAST",2000
614,10-06-19,"EAST",2000
615,10-06-19,"EAST",2000
616,10-06-19,"EAST",2000
617,10-06-19,"EAST",2000
618,10-06-19,"EAST",2000
619,10-06-19,"EAST",2000
620,10-06-19,"EAST",2000
621,10-06-19,"EAST",2000
622,10-06-19,"EAST",2000
623,10-06-19,"EAST",2000
624,10-06-19,"EAST",2000
625,10-06-19,"EAST",2000
626,10-06-19,"EAST",2000
627,10-06-19,"EAST",2000
628,10-06-19,"EAST",2000
629,10-06-19,"EAST",2000
630,10-06-19,"EAST",2000
631,10-06-19,"EAST",2000
632,10-06-19,"EAST",2000
633,10-06-19,"EAST",2000
634,10-06-19,"EAST",2000
635,10-06-19,"EAST",2000
636,10-06-19,"EAST",2000
637,10-06-19,"EAST",2000
638,10-06-19,"EAST",2000
639,10-06-19,"EAST",2000
640,10-06-19,"EAST",2000
641,10-06-19,"EAST",2000
642,10-06-19,"EAST",2000
643,10-06-19,"EAST",2000
644,10-06-19,"EAST",2000
645,10-06-19,"EAST",2000
646,10-06-19,"EAST",2000
647,10-06-19,"EAST",2000
648,10-06-19,"EAST",2000
649,10-06-19,"EAST",2000
650,10-06-19,"EAST",2000
651,10-06-19,"EAST",2000
652,10-06-19,"EAST",2000
653,10-06-19,"EAST",2000
654,10-06-19,"EAST",2000
655,10-06-19,"EAST",2000
656,10-06-19,"EAST",2000
657,10-06-19,"EAST",2000
658,10-06-19,"EAST",2000
659,10-06-19,"EAST",2000
660,10-06-19,"EAST",2000
661,10-06-19,"EAST",2000
662,10-06-19,"EAST",2000
663,10-06-19,"EAST",2000
664,10-06-19,"EAST",2000
665,10-06-19,"EAST",2000
666,10-06-19,"EAST",2000
667,10-06-19,"EAST",2000
668,10-06-19,"EAST",2000
669,10-06-19,"EAST",2000
670,10-06-19,"EAST",2000
671,10-06-19,"EAST",2000
672,10-06-19,"EAST",2000
673,10-06-19,"EAST",2000
674,10-06-19,"EAST",2000
675,10-06-19,"EAST",2000
676,10-06-19,"EAST",2000
677,10-06-19,"EAST",2000
678,10-06-19,"EAST",2000
679,10-06-19,"EAST",2000
680,10-06-19,"EAST",2000
681,10-06-19,"EAST",2000
682,10-06-19,"EAST",2000
683,10-06-19,"EAST",2000
684,10-06-19,"EAST",2000
685,10-06-19,"EAST",2000
686,10-06-19,"EAST",2000
687,10-06-19,"EAST",2000
688,10-06-19,"EAST",2000
689,10-06-19,"EAST",2000
690,10-06-19,"EAST",2000
691,10-06-19,"EAST",2000
692,10-06-19,"EAST",2000
693,10-06-19,"EAST",2000
694,10-06-19,"EAST",2000
695,10-06-19,"EAST",2000
696,10-06-19,"EAST",2000
697,10-06-19,"EAST",2000
698,10-06-19,"EAST",2000
699,10-06-19,"EAST",2000
700,10-06-19,"EAST",2000
701,10-06-19,"EAST",2000
702,10-06-19,"EAST",2000
703,10-06-19,"EAST",2000
704,10-06-19,"EAST",2000
705,10-06-19,"EAST",2000
706,10-06-19,"EAST",2000
707,10-06-19,"EAST",2000
708,10-06-19,"EAST",2000
709,10-06-19,"EAST",2000
710,10-06-19,"EAST",2000
711,10-06-19,"EAST",2000
712,10-06-19,"EAST",2000
713,10-06-19,"EAST",2000
714,10-06-19,"EAST",2000
715,10-06-19,"EAST",2000
716,10-06-19,"EAST",2000
717,10-06-19,"EAST",2000
718,10-06-19,"EAST",2000
719,10-06-19,"EAST",2000
720,10-06-19,"EAST",2000
721,10-06-19,"EAST",2000
722,10-06-19,"EAST",2000
723,10-06-19,"EAST",2000
724,10-06-19,"EAST",2000
725,10-06-19,"EAST",2000
726,10-06-19,"EAST",2000
727,10-06-19,"EAST",2000
728,10-06-19,"EAST",2000
729,10-06-19,"EAST",2000
730,10-06-19,"EAST",2000
731,10-06-19,"EAST",2000
732,10-06-19,"EAST",2000
733,10-06-19,"EAST",2000
734,10-06-19,"EAST",2000
735,10-06-19,"EAST",2000
736,10-06-19,"EAST",2000
737,10-06-19,"EAST",2000
738,10-06-19,"EAST",2000
739,10-06-19,"EAST",2000
740,10-06-19,"EAST",2000
741,10-06-19,"EAST",2000
742,10-06-19,"EAST",2000
743,10-06-19,"EAST",2000
744,10-06-19,"EAST",2000
745,10-06-19,"EAST",2000
746,10-06-19,"EAST",2000
747,10-06-19,"EAST",2000
748,10-06-19,"EAST",2000
749,10-06-19,"EAST",2000
750,10-06-19,"EAST",2000
751,10-06-19,"EAST",2000
752,10-06-19,"EAST",2000
753,10-06-19,"EAST",2000
754,10-06-19,"EAST",2000
755,10-06-19,"EAST",2000
756,10-06-19,"EAST",2000
757,10-06-19,"EAST",2000
758,10-06-19,"EAST",2000
759,10-06-19,"EAST",2000
760,10-06-19,"EAST",2000
761,10-06-19,"EAST",2000
762,10-06-19,"EAST",2000
763,10-06-19,"EAST",2000
764,10-06-19,"EAST",2000
765,10-06-19,"EAST",2000
766,10-06-19,"EAST",2000
767,10-06-19,"EAST",2000
768,10-06-19,"EAST",2000
769,10-06-19,"EAST",2000
770,10-06-19,"EAST",2000
771,10-06-19,"EAST",2000
772,10-06-19,"EAST",2000
773,10-06-19,"EAST",2000
774,10-06-19,"EAST",2000
775,10-06-19,"EAST",2000
776,10-06-19,"EAST",2000
777,10-06-19,"EAST",2000
778,10-06-19,"EAST",2000
779,10-06-19,"EAST",2000
780,10-06-19,"EAST",2000
781,10-06-19,"EAST",2000
782,10-06-19,"EAST",2000
783,10-06-19,"EAST",2000
784,10-06-19,"EAST",2000
785,10-06-19,"EAST",2000
786,10-06-19,"EAST",2000
787,10-06-19,"EAST",2000
788,10-06-19,"EAST",2000
789,10-06-19,"EAST",2000
790,10-06-19,"EAST",2000
791,10-06-19,"EAST",2000
792,10-06-19,"EAST",2000
793,10-06-19,"EAST",2000
794,10-06-19,"EAST",2000
795,10-06-19,"EAST",2000
796,10-06-19,"EAST",2000
797,10-06-19,"EAST",2000
798,10-06-19,"EAST",2000
799,10-06-19,"EAST",2000
800,10-06-19,"EAST",2000
801,10-06-19,"EAST",2000
802,10-06-19,"EAST",2000
803,10-06-19,"EAST",2000
804,10-06-19,"EAST",2000
805,10-06-19,"EAST",2000
806,10-06-19,"EAST",2000
807,10-06-19,"EAST",2000
808,10-06-19,"EAST",2000
809,10-06-19,"EAST",2000
810,10-06-19,"EAST",2000
811,10-06-19,"EAST",2000
812,10-06-19,"EAST",2000
813,10-06-19,"EAST",2000
814,10-06-19,"EAST",2000
815,10-06-19,"EAST",2000
816,10-06-19,"EAST",2000
817,10-06-19,"EAST",2000
818,10-06-19,"EAST",2000
819,10-06-19,"EAST",2000
820,10-06-19,"EAST",2000
821,10-06-19,"EAST",2000
822,10-06-19,"EAST",2000
823,10-06-19,"EAST",2000
824,10-06-19,"EAST",2000
825,10-06-19,"EAST",2000
826,10-06-19,"EAST",2000
827,10-06-19,"EAST",2000
828,10-06-19,"EAST",2000
829,10-06-19,"EAST",2000
830,10-06-19,"EAST",2000
831,10-06-19,"EAST",2000
832,10-06-19,"EAST",2000
833,10-06-19,"EAST",2000
834,10-06-19,"EAST",2000
835,10-06-19,"EAST",2000
836,10-06-19,"EAST",2000
837,10-06-19,"EAST",2000
838,10-06-19,"EAST",2000
839,10-06-19,"EAST",2000
840,10-06-19,"EAST",2000
841,10-06-19,"EAST",2000
842,10-06-19,"EAST",2000
843,10-06-19,"EAST",2000
844,10-06-19,"EAST",2000
845,10-06-19,"EAST",2000
846,10-06-19,"EAST",2000
847,10-06-19,"EAST",2000
848,10-06-19,"EAST",2000
849,10-06-19,"EAST",2000
850,10-06-19,"EAST",2000
851,10-06-19,"EAST",2000
852,10-06-19,"EAST",2000
853,10-06-19,"EAST",2000
854,10-06-19,"EAST",2000
855,10-06-19,"EAST",2000
856,10-06-19,"EAST",2000
857,10-06-19,"EAST",2000
858,10-06-19,"EAST",2000
859,10-06-19,"EAST",2000
860,10-06-19,"EAST",2000
861,10-06-19,"EAST",2000
862,10-06-19,"EAST",2000
863,10-06-19,"EAST",2000
864,10-06-19,"EAST",2000
865,10-06-19,"EAST",2000
866,10-06-19,"EAST",2000
867,10-06-19,"EAST",2000
868,10-06-19,"EAST",2000
869,10-06-19,"EAST",2000
870,10-06-19,"EAST",2000
